<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MDMG;60;20/08/24;160000;821.7;823.6;818.9;822.9;5414
MDMG;60;20/08/24;170000;822.9;824.8;821.4;823.2;3815
MDMG;60;20/08/24;180000;824;833.4;823;831.6;22145
MDMG;60;20/08/24;190000;831.5;831.6;828;828.1;7665
MDMG;60;21/08/24;110000;830;835.1;821.4;833.2;22649
MDMG;60;21/08/24;120000;833.2;834.6;824.5;832.9;20088
MDMG;60;21/08/24;130000;832.9;840;830.5;837.9;30044
MDMG;60;21/08/24;140000;837.2;839.4;835;837;9786
MDMG;60;21/08/24;150000;837;838.9;835.7;837.6;14675
MDMG;60;21/08/24;160000;837.9;841.6;836.8;841.4;6967
MDMG;60;21/08/24;170000;841.4;841.5;838;839.8;7674
MDMG;60;21/08/24;180000;839.4;840;838;838.2;5416
MDMG;60;21/08/24;190000;838.1;839.2;838;839;3078
MDMG;60;22/08/24;110000;842.3;848;839.1;845.9;24764
MDMG;60;22/08/24;120000;846.2;848.9;844.1;846;7666
MDMG;60;22/08/24;130000;846.6;846.9;843.6;846.2;4995
MDMG;60;22/08/24;140000;846.2;846.2;839;842.2;13049
MDMG;60;22/08/24;150000;842.2;846.1;841.5;843.5;10848
MDMG;60;22/08/24;160000;843.6;844.3;842.8;843.4;5157
MDMG;60;22/08/24;170000;843.4;843.5;831.1;836.8;16451
MDMG;60;22/08/24;180000;836.5;836.8;818.4;820.6;100575
MDMG;60;22/08/24;190000;819.9;828.3;818.7;825;52367
MDMG;60;23/08/24;110000;821.1;833.4;813;814.5;18165
MDMG;60;23/08/24;120000;814.5;817.1;814.5;815.1;20082
MDMG;60;23/08/24;130000;815.4;818.3;815;815.9;17227
MDMG;60;23/08/24;140000;815.9;816.5;815.6;816.1;14037
MDMG;60;23/08/24;150000;816.1;817.1;815.7;815.9;10336
MDMG;60;23/08/24;160000;815.9;818.1;815;817;20174
MDMG;60;23/08/24;170000;817;838.9;814;822.2;27244
MDMG;60;23/08/24;180000;822.2;822.9;819.1;820.2;13671
MDMG;60;23/08/24;190000;820.2;823.1;820;821.1;22783
MDMG;60;26/08/24;110000;845;847.8;826;830;21423
MDMG;60;26/08/24;120000;830;832;824;825.7;18497
MDMG;60;26/08/24;130000;826.1;829;825.7;826.5;16316
MDMG;60;26/08/24;140000;826.6;831.3;826.4;829.1;12128
MDMG;60;26/08/24;150000;829.7;834.7;828.9;831.5;13915
MDMG;60;26/08/24;160000;831.9;837;831;835;14787
MDMG;60;26/08/24;170000;835.3;840;835;835;16777
MDMG;60;26/08/24;180000;835.2;838;835;837.1;14161
MDMG;60;26/08/24;190000;837.1;852;836.8;847;16163
MDMG;60;27/08/24;110000;847.1;869;830.2;854;89359
MDMG;60;27/08/24;120000;854.1;857;854;854;33227
MDMG;60;27/08/24;130000;854;854.1;850;851.3;14157
MDMG;60;27/08/24;140000;851.3;853.1;850;852.6;7087
MDMG;60;27/08/24;150000;852.4;853.1;850;851.9;10141
MDMG;60;27/08/24;160000;851.9;853.3;846.4;848.5;10066
MDMG;60;27/08/24;170000;848.5;852.6;845;845;21452
MDMG;60;27/08/24;180000;845.1;846;835;835.3;39192
MDMG;60;27/08/24;190000;835.3;843;832.5;838.2;25396
MDMG;60;28/08/24;110000;843;865;840.1;848.5;50635
MDMG;60;28/08/24;120000;848.4;853;847;848.5;12710
MDMG;60;28/08/24;130000;848.5;848.7;830;830;30956
MDMG;60;28/08/24;140000;830;839;818;820.6;43086
MDMG;60;28/08/24;150000;820.6;821.4;816;816.5;18107
MDMG;60;28/08/24;160000;816.3;822.8;815.1;817;31357
MDMG;60;28/08/24;170000;817;823.9;816.2;821;28862
MDMG;60;28/08/24;180000;821.6;823.4;818.2;819.3;35270
MDMG;60;28/08/24;190000;819.5;825.9;819.5;821;7416
MDMG;60;29/08/24;110000;822.9;839.9;820;839.9;54676
MDMG;60;29/08/24;120000;839.6;855;833.2;840.9;29493
MDMG;60;29/08/24;130000;840.4;847.4;831.2;833.1;53782
MDMG;60;29/08/24;140000;833.3;843;830.4;839.7;37813
MDMG;60;29/08/24;150000;839.9;841.6;835.6;839.2;34751
MDMG;60;29/08/24;160000;839.2;843.5;831;832.1;26081
MDMG;60;29/08/24;170000;832.2;839.9;827.2;829;33380
MDMG;60;29/08/24;180000;829;836.5;827.1;831.6;38220
MDMG;60;29/08/24;190000;831.5;838;828.2;834.9;13326
MDMG;60;30/08/24;110000;835;844.9;835;835.6;36444
MDMG;60;30/08/24;120000;835.9;841.7;823.5;826.4;43883
MDMG;60;30/08/24;130000;826.3;829.2;822.3;827.3;30138
MDMG;60;30/08/24;140000;827.5;828.3;820.4;826.4;45517
MDMG;60;30/08/24;150000;826.4;830.5;825;825;17830
MDMG;60;30/08/24;160000;825;828.1;821.8;824.7;19369
MDMG;60;30/08/24;170000;824.7;825.7;821;824.7;18490
MDMG;60;30/08/24;180000;824.7;825.7;823.2;824.6;17224
MDMG;60;30/08/24;190000;824.9;829.6;824;825.2;5146
MDMG;60;02/09/24;110000;829;829.6;805;807.4;43891
MDMG;60;02/09/24;120000;807.1;812.8;805;812;21795
MDMG;60;02/09/24;130000;812;812.4;810;810.9;20977
MDMG;60;02/09/24;140000;810.9;811.5;810;810.9;32084
MDMG;60;02/09/24;150000;810.7;811;806;806.3;27903
MDMG;60;02/09/24;160000;806.2;806.9;802;803.2;27836
MDMG;60;02/09/24;170000;802.8;805.5;801.1;803.3;24691
MDMG;60;02/09/24;180000;803.3;805.5;802.7;804.6;23756
MDMG;60;02/09/24;190000;804.6;805.5;801.1;801.1;16231
MDMG;60;03/09/24;110000;805.5;835;804.3;809.3;60687
MDMG;60;03/09/24;120000;810.2;820;809.3;820;28733
MDMG;60;03/09/24;130000;820;820;817.9;819.4;15066
MDMG;60;03/09/24;140000;819.3;821.5;819.1;821.4;12392
MDMG;60;03/09/24;150000;821.2;821.4;816.6;818;35676
MDMG;60;03/09/24;160000;817.8;818.8;808.4;809.8;29423
MDMG;60;03/09/24;170000;809.8;812.4;805;805.8;27563
MDMG;60;03/09/24;180000;805.4;805.5;802;802.7;26327
MDMG;60;03/09/24;190000;802.7;815;802.7;810;9126
MDMG;60;04/09/24;110000;811.7;819;811.7;818.7;16033
MDMG;60;04/09/24;120000;818.8;819;811.1;814.5;20903
MDMG;60;04/09/24;130000;814.5;815;813;813.3;15466
MDMG;60;04/09/24;140000;813.3;815;813;814.5;16409
MDMG;60;04/09/24;150000;814.6;815;813.2;814.4;12512
MDMG;60;04/09/24;160000;814.6;816.2;814;814.3;14910
MDMG;60;04/09/24;170000;814.6;815.1;814;814.4;10552
MDMG;60;04/09/24;180000;814.6;817.8;814.4;815.2;26563
MDMG;60;04/09/24;190000;815;817.5;814.7;817.3;6191
MDMG;60;05/09/24;110000;822;834;821;830;28354
MDMG;60;05/09/24;120000;830;840;830;836.9;23263
MDMG;60;05/09/24;130000;836.8;838.3;831.3;836.7;9144
MDMG;60;05/09/24;140000;836.8;837.2;830;832.2;24973
MDMG;60;05/09/24;150000;832.2;836.5;830.5;834.3;5419
MDMG;60;05/09/24;160000;833.1;837;831.9;834.7;8039
MDMG;60;05/09/24;170000;834.7;836.7;833;836;4281
MDMG;60;05/09/24;180000;836;836.7;833.2;836.6;4740
MDMG;60;05/09/24;190000;836.4;836.8;835.3;835.3;6859
MDMG;60;06/09/24;110000;837.9;839;821.3;833.4;24144
MDMG;60;06/09/24;120000;833.4;837;832.4;834.3;9581
MDMG;60;06/09/24;130000;834.2;835.2;830.1;830.8;6329
MDMG;60;06/09/24;140000;831.6;832.9;829;831.6;4507
MDMG;60;06/09/24;150000;831;834.4;830.4;832.3;6713
MDMG;60;06/09/24;160000;831.6;833.1;831.2;832;11038
